,Title,Author,Year,Rating,Raters,Genres
456,And the Mountains Echoed (Hardcover),Khaled Hosseini,2012,4.07,345144,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama"
457,The Prince (Paperback),Niccolò Machiavelli,1513,3.83,305862,"Classics,Philosophy,Nonfiction,Politics,History,Literature,Politics,European Literature,Cultural,Academic"
458,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2013,4.02,520183,"Fiction,Romance,Contemporary,Humor,Womens Fiction,Adult,Audiobook,Adult Fiction,Book Club,Cultural"
459,"King of Scars (King of Scars, #1)",Leigh Bardugo,2019,4.17,152930,"Fantasy,Young Adult,Young Adult,Fiction,Fantasy,Romance,Fantasy,LGBT,Audiobook,Adventure"
460,The Trial (Paperback),Franz Kafka,1925,3.96,281205,"Classics,Fiction,Philosophy,Literature,European Literature,Novels,Science Fiction,Literature,European Literature,Literary Fiction"
461,Cloud Cuckoo Land (Hardcover),Anthony Doerr,2021,4.27,127490,"Fiction,Historical,Fantasy,Science Fiction,Literary Fiction,Audiobook,Historical,Adult,Writing,Adult Fiction"
462,Team of Rivals: The Political Genius of Abraham Lincoln (Paperback),Doris Kearns Goodwin,2005,4.26,177025,"History,Nonfiction,Biography,Politics,North American Hi...,Military History,Politics,Leadership,Historical,Audiobook"
463,The Push (Hardcover),Ashley Audrain,2021,4.09,226444,"Fiction,Thriller,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Thriller,Adult Fiction"
464,V for Vendetta (Hardcover),Alan Moore,1990,4.26,295651,"Sequential Art,Sequential Art,Fiction,Science Fiction,Science Fiction,Graphic Novels Comics,Classics,Comics,Politics,Fantasy"
465,For Whom the Bell Tolls (Paperback),Ernest Hemingway,1940,3.98,275304,"Classics,Fiction,Historical,Literature,War,Novels,Literature,Cultural,Classics,Historical"
468,Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,2003,4.06,200945,"Nonfiction,Science,Humor,Medical,Health,Audiobook,Death,History,Adult,Science"
469,Steal Like an Artist: 10 Things Nobody Told You About Being Creative (Paperback),Austin Kleon,2012,3.95,260132,"Nonfiction,Art,Self Help,Language,Design,Business,Self Help,Psychology,Productivity,Art"
470,Ways of Seeing (Paperback),John Berger,1972,3.91,333293,"Art,Nonfiction,Philosophy,Writing,Art,Art,Design,Philosophy,History,Psychology"
471,"A Curse So Dark and Lonely (Cursebreakers, #1)",Brigid Kemmerer,2019,4.02,127179,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Fantasy,Fantasy,Romance,Fantasy"
472,Oliver Twist (Paperback),Charles Dickens,1838,3.88,361930,"Classics,Fiction,Historical,Literature,Literature,Novels,Classics,Historical,Historical,European Literature"
473,"Angelfall (Penryn & the End of Days, #1)",Susan Ee,2011,4.11,184365,"Fantasy,Young Adult,Paranormal,Fantasy,Science Fiction,Romance,Fantasy,Apocalyptic,Fiction,Fantasy"
474,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,4.05,255662,"Romance,Young Adult,Contemporary,Young Adult,Romance,Fiction,New Adult,Realistic Fiction,Womens Fiction,Young Adult"
475,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,2011,4.33,611190,"Fantasy,Fiction,Fantasy,Science Fiction Fantasy,Fantasy,Fantasy,Adult,Adventure,Audiobook,Epic"
476,The Screwtape Letters (Kindle Edition),C.S. Lewis,1942,4.25,397213,"Fiction,Classics,Christian,Religion,Religion,Fantasy,Religion,Christian Fiction,Religion,Philosophy"
477,Cleopatra: A Life (Hardcover),Stacy Schiff,2010,3.71,112542,"History,Biography,Nonfiction,Historical,Northern Africa,Biography Memoir,Audiobook,Cultural,History,Womens"
478,Cleopatra: A Life (Hardcover),Stacy Schiff,2010,3.71,112542,"History,Biography,Nonfiction,Historical,Northern Africa,Biography Memoir,Audiobook,Cultural,History,Womens"
479,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,2015,4.08,161638,"Fantasy,Young Adult,Romance,Retellings,Fiction,Young Adult,Historical,Fantasy,Fantasy,Historical"
480,"A Deadly Education (The Scholomance, #1)",Naomi Novik,2020,4.01,110723,"Fantasy,Young Adult,Fiction,Fantasy,Horror,Young Adult,Audiobook,Fantasy,Fantasy,Science Fiction Fantasy"
481,The New Drawing on the Right Side of the Brain (Paperback),Betty Edwards,1979,3.87,335961,"Art,Nonfiction,Art,Reference,Psychology,Design,Self Help,Education,How To,Art"
482,"The Gunslinger (The Dark Tower, #1)",Stephen King,1982,3.93,568297,"Fantasy,Fiction,Horror,Science Fiction,Westerns,Audiobook,Adventure,Science Fiction Fantasy,Thriller,Apocalyptic"
483,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,2008,4.13,870605,"Fantasy,Young Adult,Fantasy,Romance,Fantasy,Fiction,Paranormal,Fantasy,Paranormal,Young Adult"
484,Paradise Lost (Paperback),John Milton,1667,3.83,153836,"Classics,Poetry,Fiction,Literature,Religion,Fantasy,Philosophy,Academic,Classics,Epic"
485,We Have Always Lived in the Castle (Paperback),Shirley Jackson,1962,3.96,176406,"Horror,Classics,Fiction,Gothic,Mystery,Audiobook,Thriller,Adult,Thriller,Novels"
486,City of Girls (Hardcover),Elizabeth Gilbert,2019,4.05,250728,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Contemporary,Book Club,New York"
487,Cat's Cradle (Paperback),Kurt Vonnegut Jr.,1963,4.16,375824,"Fiction,Classics,Science Fiction,Humor,Literature,Novels,Science Fiction,Literature,Fantasy,Literature"
488,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think (Hardcover),Hans Rosling,2018,4.36,162305,"Nonfiction,Science,Psychology,Economics,History,Politics,Self Help,Business,Sociology,Philosophy"
489,Just Kids (Hardcover),Patti Smith,2010,4.19,232866,"Nonfiction,Autobiography,Music,Biography,Art,Biography,Biography Memoir,Audiobook,Poetry,New York"
490,"Bared to You (Crossfire, #1)",Sylvia Day,2012,4.16,501784,"Romance,Adult Fiction,Contemporary,Romance,Adult,Fiction,Romance,Erotica,New Adult,Womens Fiction"
491,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,2018,4.53,464951,"Sequential Art,Romance,LGBT,Young Adult,Contemporary,Sequential Art,LGBT,Fiction,LGBT,Graphic Novels Comics"
492,Orphan Train (Paperback),Christina Baker Kline,2013,4.19,418434,"Historical,Fiction,Historical,Book Club,Adult,Adult Fiction,Young Adult,Audiobook,Contemporary,Parenting"
493,The God Delusion (Hardcover),Richard Dawkins,2006,3.9,256384,"Nonfiction,Religion,Science,Philosophy,Religion,Psychology,Spirituality,Audiobook,Religion,Biology"
494,We Should All Be Feminists (Kindle Edition),Chimamanda Ngozi Adichie,2012,4.42,254752,"Nonfiction,Feminism,Writing,Audiobook,Politics,Womens,Cultural,Social Movements,Adult,Gender"
495,"Will Grayson, Will Grayson (Hardcover)",John Green,2010,3.72,379729,"Young Adult,Contemporary,LGBT,Fiction,Romance,LGBT,Realistic Fiction,Young Adult,Young Adult,Humor"
496,"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,2019,3.93,69220,"Fantasy,Young Adult,Romance,Young Adult,Fiction,Fantasy,Fantasy,Adventure,Audiobook,Romance"
497,Caste: The Origins of Our Discontents (Hardcover),Isabel Wilkerson,2020,4.54,114020,"Nonfiction,History,Politics,Race,Audiobook,Social Movements,Sociology,Race,Cultural,Historical"
498,The Paper Palace (Hardcover),Miranda Cowley Heller,2021,3.86,214171,"Fiction,Romance,Contemporary,Audiobook,Literary Fiction,Adult,Adult Fiction,Book Club,Womens Fiction,Family"
499,"Watership Down (Watership Down, #1)",Richard  Adams,1972,4.07,462680,"Classics,Fiction,Fantasy,Young Adult,Animals,Childrens,Adventure,Literature,Novels,Audiobook"
500,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,1986,4.29,287867,"Fantasy,Young Adult,Fiction,Romance,Childrens,Fantasy,Childrens,Classics,Adventure,Audiobook"
501,The Idiot (Paperback),Fyodor Dostoevsky,1869,4.2,160457,"Classics,Fiction,Cultural,Literature,Literature,Novels,Philosophy,Literature,Classics,Historical"
502,The Remains of the Day (Paperback),Kazuo Ishiguro,1989,4.14,261290,"Fiction,Historical,Classics,Literary Fiction,Historical,Literature,Novels,European Literature,Contemporary,Audiobook"
503,"Neuromancer (Sprawl, #1)",William Gibson,1984,3.9,300294,"Science Fiction,Fiction,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction,Fantasy,Novels,Speculative Fiction,Audiobook"
504,Mere Christianity (Kindle Edition),C.S. Lewis,1942,4.34,365075,"Christian,Nonfiction,Religion,Religion,Religion,Classics,Philosophy,Religion,Spirituality,Christian"
505,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,2003,3.78,849208,"Womens Fiction,Fiction,Contemporary,Romance,Adult,Humor,Adult Fiction,Couture,Novels,Realistic Fiction"
506,The Selfish Gene (Paperback),Richard Dawkins,1976,4.15,166062,"Science,Nonfiction,Science,Biology,Philosophy,Psychology,Science,Biology,Audiobook,Religion"
507,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,1995,3.54,586307,"Fantasy,Fiction,Adult,Retellings,Science Fiction Fantasy,Adult Fiction,Paranormal,Fantasy,Fantasy,Classics"
508,"Girl, Interrupted (Paperback)",Susanna Kaysen,1993,3.92,214787,"Nonfiction,Autobiography,Psychology,Health,Biography,Mental Health,Classics,Biography Memoir,Biography,Adult"
509,Their Eyes Were Watching God (Paperback),Zora Neale Hurston,1937,3.97,312664,"Classics,Fiction,Historical,Academic,Cultural,Literature,Feminism,Novels,Academic,Historical"
510,"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,2019,4.08,100555,"Fantasy,Young Adult,Romance,Young Adult,Fantasy,Fiction,Audiobook,Fantasy,Romance,Paranormal"
511,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005,4.16,322109,"Romance,Fantasy,Paranormal,Romance,Fantasy,Fantasy,Adult,Fiction,Adult Fiction,Fantasy"
512,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,2019,3.97,288160,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
513,The Institute (Hardcover),Stephen King,2019,4.2,216796,"Horror,Fiction,Thriller,Science Fiction,Fantasy,Audiobook,Mystery,Fantasy,Thriller,Adult"
514,The Thirteenth Tale (Hardcover),Diane Setterfield,2006,3.97,300725,"Fiction,Mystery,Historical,Gothic,Writing,Adult,Fantasy,Historical,Thriller,Book Club"
515,"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,2020,3.88,133884,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Romance,Fantasy,Audiobook,Fantasy,Fantasy"
516,Madame Bovary (Paperback),Gustave Flaubert,1856,3.69,302570,"Classics,Fiction,Cultural,Literature,European Literature,Romance,Literature,Novels,Historical,Classics"
517,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,2011,4.03,168979,"Young Adult,Fantasy,Fantasy,Romance,Mystery,Fiction,Fantasy,Horror,Contemporary,Romance"
520,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life (Paperback),Jen Sincero,2013,3.95,207373,"Self Help,Nonfiction,Self Help,Audiobook,Psychology,Business,Inspirational,Adult,Unfinished,Health"
521,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2007,3.99,616029,"Fiction,Humor,Childrens,Childrens,Young Adult,Realistic Fiction,Sequential Art,Humor,Sequential Art,Diary"
522,A Room of One's Own (Paperback),Virginia Woolf,1928,4.2,169185,"Classics,Nonfiction,Feminism,Writing,Philosophy,Language,Literature,Womens,Literature,European Literature"
523,Astrophysics for People in a Hurry (Hardcover),Neil deGrasse Tyson,2017,4.09,154209,"Science,Nonfiction,Audiobook,Science,Science,Space,History,Science,Adult,Education"
524,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,2016,4.38,209975,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Young Adult,Fiction,Fantasy,Paranormal,Paranormal"
525,On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen King,2000,4.33,263086,"Nonfiction,Language,Autobiography,Biography,Reference,Audiobook,Biography,Biography Memoir,Writing,Self Help"
526,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,2010,4.32,754848,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Young Adult"
527,Truly Madly Guilty (Hardcover),Liane Moriarty,2016,3.58,278150,"Fiction,Contemporary,Womens Fiction,Audiobook,Mystery,Adult,Adult Fiction,Cultural,Thriller,Drama"
528,Northanger Abbey (Paperback),Jane Austen,1817,3.84,360700,"Classics,Fiction,Romance,Gothic,Historical,Literature,Literature,Historical,Audiobook,European Literature"
529,To the Lighthouse (Paperback),Virginia Woolf,1927,3.79,161363,"Classics,Fiction,Literature,Novels,European Literature,Literature,Feminism,Literary Fiction,Academic,Classics"
530,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,1995,4.17,285675,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Adventure,Audiobook,Young Adult"
531,Know My Name (ebook),Chanel Miller,2019,4.72,147985,"Nonfiction,Autobiography,Feminism,Audiobook,Biography,Crime,Biography Memoir,Adult,Biography,Womens"
532,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,2006,4.25,879544,"Fiction,Mystery,Thriller,Mystery,Thriller,Suspense,Contemporary,Cultural,Adult,Audiobook"
533,The Ten Thousand Doors of January (Hardcover),Alix E. Harrow,2019,4.05,107592,"Fantasy,Fiction,Historical,Young Adult,Magical Realism,Audiobook,Historical,Adventure,Writing,Adult"
534,Code Name Verity (Paperback),Elizabeth Wein,2012,4.02,110020,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
535,Code Name Verity (Paperback),Elizabeth Wein,2012,4.02,110020,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Mystery,Young Adult,Adventure"
536,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,2006,4.08,239208,"Science Fiction,Fiction,Cultural,Science Fiction Fantasy,Fantasy,Audiobook,Science Fiction,Novels,Speculative Fiction,Cultural"
537,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,2017,4.29,107991,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Audiobook,Fantasy,Fantasy,Adventure,Science Fiction Fantasy"
538,"Legendborn (Legendborn, #1)",Tracy Deonn,2020,4.41,73717,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Retellings,Fantasy,LGBT,Fantasy,Audiobook"
539,Firekeeper's Daughter (Hardcover),Angeline Boulley,2021,4.36,97209,"Young Adult,Mystery,Fiction,Thriller,Contemporary,Audiobook,Thriller,Fantasy,Romance,Realistic Fiction"
540,"The Girl with All the Gifts (The Girl with All the Gifts, #1)",M.R. Carey,2014,3.95,211501,"Horror,Fiction,Science Fiction,Horror,Science Fiction,Apocalyptic,Fantasy,Audiobook,Thriller,Adult"
541,Watchmen (Paperback),Alan Moore,1987,4.37,530374,"Sequential Art,Sequential Art,Fiction,Science Fiction,Fantasy,Graphic Novels Comics,Comics,Classics,Comics,Science Fiction"
542,Big Magic: Creative Living Beyond Fear (Hardcover),Elizabeth Gilbert,2015,3.95,189506,"Nonfiction,Self Help,Language,Audiobook,Self Help,Art,Psychology,Autobiography,Inspirational,Business"
543,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,2012,4.16,177132,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Fantasy,Adventure,Young Adult,Fantasy"
544,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,1988,4.23,519737,"Horror,Fiction,Thriller,Mystery,Mystery,Classics,Thriller,Suspense,Novels,Adult"
545,The Wife Between Us (Hardcover),Greer Hendricks,2018,3.86,320813,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
546,The 48 Laws of Power (Paperback),Robert Greene,1998,4.15,111811,"Nonfiction,Psychology,Self Help,Business,Philosophy,History,Politics,Self Help,Leadership,Audiobook"
547,The Year of Magical Thinking (Paperback),Joan Didion,2005,3.92,198499,"Nonfiction,Autobiography,Biography,Biography Memoir,Audiobook,Death,Biography,Writing,Psychology,Literature"
548,Under the Whispering Door (Hardcover),T.J. Klune,2021,4.19,112298,"Fantasy,Fiction,LGBT,Romance,Adult,Audiobook,LGBT,Fantasy,Contemporary,Paranormal"
549,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,2004,3.87,550232,"Womens Fiction,Romance,Fiction,Contemporary,Adult,Romance,Adult Fiction,Audiobook,Womens Fiction,Novels"
550,Heart of Darkness (Paperback),Joseph Conrad,1899,3.43,474283,"Classics,Fiction,Literature,Cultural,Historical,Academic,Novels,Academic,Adventure,Young Adult"
551,A Monster Calls (Paperback),Patrick Ness,2011,4.35,245783,"Fantasy,Young Adult,Fiction,Horror,Childrens,Contemporary,Magical Realism,Childrens,Fantasy,Death"
552,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011,4.43,517389,"Fantasy,Young Adult,Romance,Fantasy,Science Fiction,Historical,Fantasy,Fiction,Historical,Paranormal"
553,The 5 Love Languages: The Secret to Love that Lasts (Kindle Edition),Gary Chapman,1990,4.26,378150,"Nonfiction,Self Help,Relationships,Psychology,Marriage,Christian,Self Help,Audiobook,Love,Romance"
554,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,2013,3.89,435083,"Fiction,Romance,Contemporary,Womens Fiction,Audiobook,Adult,Humor,Adult Fiction,Cultural,Realistic Fiction"
555,A Christmas Carol (Paperback),Charles Dickens,1843,4.07,737342,"Classics,Fiction,Holiday,Fantasy,Literature,Audiobook,Historical,Holiday,Academic,Literature"
556,"Unwind (Unwind, #1)",Neal Shusterman,2007,4.17,214020,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Horror,Young Adult,Thriller,Adventure,Adventure"
557,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,2012,4.28,183464,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships"
558,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead (Hardcover)",Brené Brown,2012,4.28,183464,"Nonfiction,Self Help,Psychology,Self Help,Audiobook,Leadership,Parenting,Business,Health,Relationships"
559,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,2016,3.88,381990,"Nonfiction,Autobiography,Biography,Audiobook,Politics,Biography Memoir,Sociology,History,Biography,Adult"
560,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,2013,4.56,411149,"Fantasy,Young Adult,Romance,Fantasy,Historical,Science Fiction,Fantasy,Fiction,Paranormal,Historical"
561,12 Rules for Life: An Antidote to Chaos (Hardcover),Jordan B. Peterson,2018,3.93,175714,"Nonfiction,Psychology,Self Help,Philosophy,Self Help,Audiobook,Unfinished,Religion,Science,Politics"
562,The Soulmate Equation (Paperback),Christina Lauren,2021,4.03,146888,"Romance,Contemporary,Romance,Fiction,Adult,Audiobook,Womens Fiction,Adult Fiction,New Adult,Family"
563,The God of Small Things (Hardcover),Arundhati Roy,1997,3.95,276829,"Fiction,Cultural,Historical,Contemporary,Classics,Literary Fiction,Asian Literature,Novels,Literature,Cultural"
564,The Divine Comedy (Hardcover),Dante Alighieri,1320,4.07,138595,"Classics,Poetry,Fiction,Literature,Philosophy,Religion,Fantasy,European Literature,Cultural,Classics"
565,The Republic (Paperback),Plato,375,3.96,190485,"Philosophy,Classics,Nonfiction,Politics,History,Academic,Literature,Politics,Literature,Academic"
